Time (msec),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Ignition Total Timing (degrees),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),IAM (multiplier),Mass Airflow (g/s),Final Fueling Base (2-byte)* (lambda),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Throttle Opening Angle (%),Boost Error* (psi)
53000,2970,0.83,41.00,50,5,7,4,44,0.00,0.00,1.0000,41.42,1.00,0.00,-5.76,18.43,-0.90
53077,3026,0.83,42.50,50,5,7,4,44,0.00,0.00,1.0000,41.69,1.00,0.00,-5.74,18.82,-0.75
53155,3079,0.83,42.50,50,5,7,4,44,0.00,0.00,1.0000,42.85,0.89,0.00,-5.70,19.22,-0.63
53249,3134,0.82,43.00,50,5,7,4,44,0.00,0.00,1.0000,43.37,1.00,0.00,-5.61,18.82,-0.54
53327,3200,0.83,44.50,50,5,7,4,44,0.00,0.00,1.0000,43.76,1.00,0.00,-5.59,19.61,-0.34
53405,3247,0.88,44.50,50,5,7,4,44,0.00,0.00,1.0000,48.49,0.97,0.00,-5.45,21.57,0.47
53451,3308,0.92,44.50,50,5,7,4,44,0.00,0.00,1.0000,50.71,0.97,0.00,-4.47,21.57,-0.24
53562,3388,0.95,44.00,50,5,7,4,44,0.00,0.00,1.0000,51.83,0.94,0.00,-4.56,21.57,-0.99
53639,3414,0.90,44.00,50,5,7,4,44,0.00,0.00,1.0000,52.10,0.94,0.00,-5.09,21.18,-0.85
53717,3474,0.90,44.00,50,5,7,4,44,0.00,0.00,1.0000,52.27,0.94,0.00,-5.01,21.96,-0.47
53796,3537,0.91,43.50,50,5,7,4,44,0.00,0.00,1.0000,54.41,0.95,0.00,-4.76,22.35,-0.55
53874,3634,0.95,43.00,50,5,7,4,44,0.00,0.00,1.0000,59.40,0.97,0.00,-3.73,23.53,-0.07
53952,3715,0.98,42.50,50,5,7,4,44,0.00,0.00,1.0000,60.86,0.98,0.00,-3.94,23.53,-0.26
54030,3792,1.00,42.00,50,5,7,4,44,0.00,0.00,1.0000,62.66,0.99,0.00,-4.02,23.53,-0.34
54109,3844,1.00,42.00,50,5,7,4,44,0.00,0.00,1.0000,64.14,0.99,0.00,-4.10,23.92,-0.35
54202,3896,1.12,40.50,50,5,7,4,44,0.00,0.00,1.0000,78.06,0.96,0.00,-4.02,29.80,3.80
54280,4002,1.58,35.50,50,5,7,4,44,0.00,0.00,1.0000,109.56,0.86,0.00,1.70,45.49,1.13
54358,4234,1.71,29.00,50,5,7,4,44,0.00,0.00,1.0000,120.84,0.95,0.00,2.34,41.18,0.04
54436,4282,1.87,25.00,50,5,7,4,44,0.00,0.00,1.0000,134.99,0.94,0.00,1.91,40.39,-0.97
54498,4429,2.13,21.50,50,5,7,4,44,0.00,0.00,1.0000,163.52,0.79,0.00,1.39,93.33,-2.80
54593,4740,2.30,21.50,50,5,7,4,44,0.00,0.00,1.0000,183.16,0.96,0.00,3.62,100.00,-2.68
54670,4928,2.37,21.00,50,5,7,4,44,0.00,0.00,1.0000,199.92,0.94,0.00,4.62,100.00,-2.49
54749,5032,2.43,21.00,50,5,7,4,44,0.00,0.00,1.0000,206.36,0.93,0.00,5.57,100.00,-2.65
54812,5240,2.42,21.50,50,5,7,4,44,0.00,0.00,1.0000,214.27,0.91,35.29,5.70,100.00,2.97
54905,5477,2.43,22.00,48,5,7,4,44,0.00,0.00,1.0000,221.13,0.90,42.75,11.58,100.00,3.87
54983,5632,2.48,21.50,48,5,7,4,44,0.00,0.00,1.0000,237.43,0.89,44.31,12.45,100.00,3.24
55061,5840,2.55,21.00,48,5,7,4,44,0.00,0.00,1.0000,253.96,0.87,45.10,12.18,100.00,2.65
55140,6054,2.56,22.00,48,5,7,4,44,0.00,0.00,1.0000,262.14,0.85,0.00,12.24,84.71,-1.65
55234,6192,1.68,26.50,48,5,7,4,44,0.00,0.00,1.0000,164.57,1.07,0.00,-4.66,25.88,-6.80
55311,6082,0.39,40.00,48,5,7,4,44,0.00,0.00,1.0000,23.07,1.06,0.00,-4.58,10.98,1.86
55389,5880,0.07,45.00,48,5,7,4,44,0.00,0.00,1.0000,6.87,1.28,0.00,-4.85,10.20,4.29
55452,5734,0.13,47.00,48,5,7,4,44,0.00,0.00,1.0000,14.30,0.95,0.00,-4.97,20.78,4.93
55545,5712,1.45,43.00,48,5,7,4,44,0.00,0.00,1.0000,142.75,0.85,41.57,2.44,90.20,12.20
55623,5276,1.92,30.00,48,5,7,4,44,0.00,0.00,1.0000,168.78,0.94,41.57,13.09,100.00,10.39
55702,4396,2.50,19.50,48,5,7,4,44,0.00,0.00,1.0000,176.77,0.83,41.57,13.03,100.00,8.64
55780,3997,2.61,18.00,48,5,7,4,44,0.00,0.00,1.0000,174.56,0.83,40.78,13.56,100.00,4.92
55858,4347,2.73,17.50,48,5,7,4,44,0.00,0.00,1.0000,203.54,0.82,41.18,13.27,100.00,2.34
55952,4401,2.99,15.00,48,5,7,4,44,0.00,0.00,1.0000,218.99,0.81,38.43,13.40,100.00,0.88
55998,4388,2.97,14.50,48,5,7,4,44,0.00,0.00,1.0000,220.27,0.83,36.86,13.52,100.00,-0.30
56092,4664,2.96,16.00,48,5,7,4,44,0.00,0.00,1.0000,231.06,0.82,33.73,13.52,100.00,-1.20
56186,4640,2.95,16.50,46,5,7,4,44,0.00,0.00,1.0000,230.20,0.80,32.94,12.97,100.00,-1.24
56264,4782,2.85,18.00,46,5,7,4,44,0.00,0.00,1.0000,229.74,0.79,33.33,12.86,100.00,-0.97
56342,4938,2.88,18.00,46,5,7,4,44,0.00,0.00,1.0000,234.23,0.79,35.29,12.67,100.00,-0.20
56421,4953,2.77,18.00,46,5,7,4,44,0.00,0.00,1.0000,231.52,0.78,33.33,12.82,100.00,0.20
56499,5114,2.82,18.00,46,5,7,4,44,0.00,0.00,1.0000,238.34,0.76,34.12,12.14,100.00,0.08
56577,5211,2.78,18.50,46,5,7,4,44,0.00,0.00,1.0000,241.54,0.75,20.39,12.16,100.00,-1.89
56655,5287,2.77,18.50,46,5,7,4,44,0.00,0.00,1.0000,246.11,0.74,0.00,10.02,93.33,-7.72
56717,5380,2.73,19.00,46,5,7,4,44,0.00,0.00,1.0000,239.26,0.73,0.00,4.18,56.47,-8.15
56811,5458,2.48,20.00,46,5,7,4,44,0.00,0.00,1.0000,221.13,0.69,0.00,2.88,43.14,-9.17
56890,5476,1.62,26.00,46,5,7,4,44,0.00,0.00,1.0000,133.17,1.04,0.00,-1.01,26.27,-7.59
56968,5442,0.75,39.50,46,5,7,4,44,0.00,0.00,1.0000,66.93,0.96,0.00,-5.38,17.65,-1.99
57046,5394,0.17,46.50,46,5,7,4,44,0.00,0.00,1.0000,13.62,1.14,0.00,-5.39,10.59,2.77
57124,5280,0.14,44.50,46,5,7,4,44,0.00,0.00,1.0000,13.02,0.96,0.00,-5.47,10.20,5.03
57218,5177,0.16,42.50,46,5,7,4,44,0.00,0.00,1.0000,14.08,0.96,0.00,-5.65,10.59,5.49
57296,5075,0.19,40.50,46,5,7,4,44,0.00,0.00,1.0000,16.20,0.95,0.00,-5.69,10.59,5.59
57374,4980,0.21,38.50,46,5,7,4,44,0.00,0.00,1.0000,17.63,0.95,0.00,-5.70,10.59,5.24
57452,5195,0.20,36.50,46,5,7,4,44,0.00,0.00,1.0000,18.00,0.95,0.00,-5.72,10.59,5.18
57514,5576,0.18,34.50,46,5,7,4,44,0.00,0.00,1.0000,16.76,0.95,0.00,-5.39,10.59,4.99
57608,5443,0.19,32.50,46,5,7,4,44,0.00,0.00,1.0000,16.83,0.95,0.00,-5.34,10.59,4.85
57686,5225,0.20,30.50,46,5,7,4,44,0.00,0.00,1.0000,17.19,0.80,0.00,-5.49,10.59,4.78
57765,5090,0.20,28.50,46,5,7,4,44,0.00,0.00,1.0000,16.48,0.80,0.00,-5.65,10.20,4.88
57843,4894,0.20,26.50,46,5,7,4,44,0.00,0.00,1.0000,16.06,0.80,0.00,-5.74,9.80,4.84
57921,4753,0.19,24.50,46,5,7,4,44,0.00,0.00,1.0000,14.96,0.80,0.00,-5.80,9.80,4.96
58014,4597,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,14.89,0.80,0.00,-5.70,9.41,5.08
58093,4441,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,13.16,0.80,0.00,-5.59,9.41,5.15
58155,4281,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,13.02,0.81,0.00,-5.39,9.02,5.18
58249,4107,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,12.89,0.81,0.00,-5.34,8.63,5.23
58327,3984,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,12.69,0.81,0.00,-5.30,8.63,5.25
58405,3848,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,12.31,0.81,0.00,-5.24,8.24,5.27
58483,3710,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,11.07,0.82,0.00,-5.24,7.84,5.27
58562,3569,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,11.32,0.83,0.00,-5.24,7.84,5.23
58640,3420,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.41,0.83,0.00,-5.22,7.06,5.22
58701,3310,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.74,0.83,0.00,-5.16,7.06,5.33
58795,3193,0.17,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.02,0.83,0.00,-5.07,6.67,5.18
58890,3043,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.83,0.83,0.00,-5.12,7.06,4.94
58967,2923,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.53,0.83,0.00,-5.22,7.06,4.84
59046,2830,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.33,0.83,0.00,-5.32,7.06,4.71
59123,2704,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.07,0.83,0.00,-5.45,6.67,4.68
59202,2606,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.70,0.83,0.00,-5.49,6.27,4.75
59280,2478,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.89,0.83,0.00,-5.55,5.88,4.84
59358,2373,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.19,0.83,0.00,-5.57,5.88,4.87
59437,2261,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.85,0.83,0.00,-5.59,5.49,5.06
59515,2162,0.22,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.80,0.83,0.00,-5.51,5.49,5.09
59593,2102,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.06,0.83,0.00,-5.47,5.10,5.10
59654,2161,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.21,0.83,0.00,-5.47,5.10,5.14
59748,2452,0.17,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.17,0.83,0.00,-5.49,5.49,5.39
59842,2993,0.15,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.15,0.83,0.00,-5.45,6.67,5.58
59921,3514,0.16,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.23,0.83,0.00,-5.05,7.06,5.53
59999,3305,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.89,0.83,0.00,-5.18,7.06,5.61
60077,3145,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.36,0.83,0.00,-5.09,7.45,5.22
60155,3391,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.30,0.83,0.00,-5.10,7.84,5.25
60233,3296,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.63,0.83,0.00,-5.10,7.84,5.19
60312,3160,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,11.13,0.83,0.00,-5.07,7.84,5.05
60390,3302,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.52,0.83,0.00,-5.09,7.45,5.13
60468,3246,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.69,0.83,0.00,-5.07,7.45,5.16
60546,3197,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.36,0.83,0.00,-5.05,7.45,5.09
60639,3248,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.20,0.83,0.00,-5.05,7.45,5.15
60717,3170,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.05,0.83,0.00,-5.07,7.45,5.17
60797,3235,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.20,0.83,0.00,-5.05,7.45,5.17
60858,3183,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.20,0.83,0.00,-5.05,7.45,5.10
60936,3174,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.79,0.83,0.00,-5.09,7.45,5.13
61030,3153,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.36,0.83,0.00,-5.07,7.45,5.19
61108,3152,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.30,0.83,0.00,-5.10,7.45,5.26
61186,3145,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.89,0.83,0.00,-5.09,7.45,5.24
61265,3124,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.36,0.83,0.00,-5.10,7.45,5.21
61343,3106,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.05,0.83,0.00,-5.12,7.45,5.25
61421,3082,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.89,0.83,0.00,-5.12,7.06,5.20
61515,3083,0.18,26.00,46,5,7,4,44,0.00,0.00,1.0000,9.48,0.83,0.00,-5.14,8.24,5.22
61577,3092,0.27,14.00,46,5,7,4,44,0.00,0.00,1.0000,14.35,0.83,0.00,-5.14,9.80,4.99
61655,3086,0.30,32.00,46,5,7,4,44,0.00,0.00,1.0000,15.99,0.83,0.00,-5.12,10.20,5.10
61749,3110,0.31,34.50,46,5,7,4,44,0.00,0.00,1.0000,16.13,0.83,0.00,-5.14,10.20,5.10
61826,3108,0.29,33.50,46,5,7,4,44,0.00,0.00,1.0000,15.23,0.83,0.00,-5.12,9.80,5.15
61906,3036,0.28,32.00,46,5,7,4,44,0.00,0.00,1.0000,13.82,0.83,0.00,-5.14,9.41,5.12
61983,3014,0.27,30.50,46,5,7,4,44,0.00,0.00,1.0000,13.49,0.83,0.00,-5.20,8.63,5.16
62062,3065,0.25,29.00,46,5,7,4,44,0.00,0.00,1.0000,12.69,0.83,0.00,-5.18,8.63,5.27
62139,3080,0.25,28.00,46,5,7,4,44,0.00,0.00,1.0000,12.50,0.83,0.00,-5.14,8.63,5.27
62218,3050,0.25,27.00,46,5,7,4,44,0.00,0.00,1.0000,12.12,0.83,0.00,-5.18,8.24,5.25
62295,3001,0.24,26.50,46,5,7,4,44,0.00,0.00,1.0000,11.75,0.99,0.00,-5.20,7.84,5.21
62357,3034,0.23,26.00,46,5,7,4,44,0.00,0.00,1.0000,11.44,0.83,0.00,-5.22,7.84,5.25
62452,3036,0.22,25.50,46,5,7,4,44,0.00,0.00,1.0000,10.88,0.83,0.00,-5.18,7.45,5.25
62546,2979,0.20,25.00,46,5,7,4,44,0.00,0.00,1.0000,9.79,0.83,0.00,-5.24,7.06,5.12
62624,3028,0.19,24.50,46,5,7,4,44,0.00,0.00,1.0000,9.43,0.83,0.00,-5.24,7.06,5.16
62702,2964,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.38,0.83,0.00,-5.20,7.06,5.07
62780,2999,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.43,0.83,0.00,-5.26,7.06,5.11
62858,2951,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.48,0.83,0.00,-5.24,6.67,5.05
62937,2950,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.48,0.83,0.00,-5.28,7.06,5.08
63015,2934,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.18,0.83,0.00,-5.28,7.06,5.02
63093,2917,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.23,0.83,0.00,-5.30,6.67,5.05
63171,2918,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.02,0.83,0.00,-5.28,6.67,5.05
63249,2906,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.12,0.83,0.00,-5.30,6.67,4.99
63342,2910,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.78,0.83,0.00,-5.32,6.67,5.00
63421,2891,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.74,0.83,0.00,-5.34,6.67,4.99
63499,2871,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.83,0.83,0.00,-5.34,6.67,4.98
63577,2854,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.07,0.83,0.00,-5.34,6.67,5.00
63655,2849,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.33,0.83,0.00,-5.36,6.67,4.97
63733,2847,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.02,0.83,0.00,-5.36,6.67,4.95
63812,2839,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.07,0.83,0.00,-5.38,6.67,4.95
63889,2816,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.49,0.83,0.00,-5.38,6.67,4.94
63968,2798,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.83,0.83,0.00,-5.38,6.67,4.95
64046,2811,0.19,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.97,0.83,0.00,-5.39,6.67,4.95
64139,2795,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.49,0.83,0.00,-5.41,6.67,4.95
64218,2772,0.22,26.00,46,5,7,4,44,0.00,0.00,1.0000,10.15,0.83,0.00,-5.41,9.41,4.90
64296,2811,0.32,29.00,46,5,7,4,44,0.00,0.00,1.0000,16.21,0.82,0.00,-5.41,12.55,4.58
64374,2831,0.47,39.50,46,5,7,4,44,0.00,0.00,1.0000,22.37,0.82,0.00,-5.39,12.94,3.66
64452,2772,0.50,45.00,46,5,7,4,44,0.00,0.00,1.0000,22.37,0.82,0.00,-5.38,12.94,3.35
64514,2756,0.48,38.50,46,5,7,4,44,0.00,0.00,1.0000,22.11,0.82,0.00,-5.43,12.55,3.28
64608,2806,0.47,45.50,46,5,7,4,44,0.00,0.00,1.0000,21.43,0.82,0.00,-5.43,12.55,3.29
64670,2744,0.46,45.50,46,5,7,4,44,0.00,0.00,1.0000,21.19,0.82,0.00,-5.43,12.55,3.13
64765,2787,0.45,45.00,46,5,7,4,44,0.00,0.00,1.0000,20.87,0.82,0.00,-5.43,12.55,3.15
64843,2768,0.46,45.50,46,5,7,4,44,0.00,0.00,1.0000,20.95,0.82,0.00,-5.41,12.55,3.07
64921,2796,0.46,45.00,46,5,7,4,44,0.00,0.00,1.0000,21.19,0.82,0.00,-5.43,12.55,3.03
65014,2758,0.41,44.50,46,5,7,4,44,0.00,0.00,1.0000,18.48,0.95,0.00,-5.41,10.98,3.29
65077,2784,0.35,42.00,46,5,7,4,44,0.00,0.00,1.0000,16.33,0.95,0.00,-5.43,10.59,3.59
65139,2777,0.37,41.00,46,5,7,4,44,0.00,0.00,1.0000,17.03,0.96,0.00,-5.43,10.59,3.75
65249,2767,0.36,40.00,46,5,7,4,44,0.00,0.00,1.0000,16.43,0.96,0.00,-5.43,10.20,3.85
65327,2779,0.35,39.50,46,5,7,4,44,0.00,0.00,1.0000,16.45,0.97,0.00,-5.43,10.20,4.06
65405,2775,0.37,40.00,46,5,7,4,44,0.00,0.00,1.0000,17.72,0.98,0.00,-5.43,11.37,4.09
65483,2764,0.45,42.50,46,5,7,4,44,0.00,0.00,1.0000,21.58,0.99,0.00,-5.43,12.94,3.77
65561,2782,0.49,45.00,46,5,7,4,44,0.00,0.00,1.0000,22.54,0.99,0.00,-5.43,12.94,3.32
65640,2776,0.49,46.00,46,5,7,4,44,0.00,0.00,1.0000,22.16,0.98,0.00,-5.43,12.55,2.95
65701,2764,0.48,46.00,46,5,7,4,44,0.00,0.00,1.0000,22.11,0.98,0.00,-5.43,12.55,2.94
65795,2782,0.47,46.50,46,5,7,4,44,0.00,0.00,1.0000,21.83,0.99,0.00,-5.43,12.55,2.84
65873,2774,0.48,46.50,46,5,7,4,44,0.00,0.00,1.0000,22.24,1.00,0.00,-5.43,12.55,2.80
65952,2767,0.47,46.00,46,5,7,4,44,0.00,0.00,1.0000,21.37,1.01,0.00,-5.43,12.16,2.83
66030,2777,0.44,45.00,46,5,7,4,44,0.00,0.00,1.0000,20.24,1.01,0.00,-5.43,11.37,2.91
66124,2780,0.40,43.50,46,5,7,4,44,0.00,0.00,1.0000,17.98,1.02,0.00,-5.43,10.59,3.12
66202,2766,0.37,41.50,46,5,7,4,44,0.00,0.00,1.0000,16.79,1.03,0.00,-5.43,10.20,3.39
66280,2777,0.36,41.00,46,5,7,4,44,0.00,0.00,1.0000,16.47,1.03,0.00,-5.43,10.20,3.62
66358,2779,0.36,39.50,46,5,7,4,44,0.00,0.00,1.0000,16.63,1.04,0.00,-5.43,10.20,3.92
66436,2741,0.37,38.00,46,5,7,4,44,0.00,0.00,1.0000,17.01,1.04,0.00,-5.45,10.20,4.14
66516,2760,0.36,37.00,46,5,7,4,44,0.00,0.00,1.0000,16.72,1.04,0.00,-5.45,9.80,3.97
66592,2756,0.34,35.00,46,5,7,4,44,0.00,0.00,1.0000,15.23,1.04,0.00,-5.45,9.80,3.88
66671,2754,0.33,33.00,46,5,7,4,44,0.00,0.00,1.0000,15.10,1.01,0.00,-5.45,9.80,3.96
66749,2761,0.34,32.00,46,5,7,4,44,0.00,0.00,1.0000,15.37,1.01,0.00,-5.45,9.80,3.99
66827,2740,0.33,31.00,46,5,7,4,44,0.00,0.00,1.0000,14.82,1.00,0.00,-5.45,9.41,4.03
66906,2702,0.31,29.50,46,5,7,4,44,0.00,0.00,1.0000,14.02,1.00,0.00,-5.45,9.02,3.98
67000,2717,0.30,28.00,46,5,7,4,44,0.00,0.00,1.0000,13.29,0.99,0.00,-5.47,8.63,4.13
67077,2710,0.29,26.50,46,5,7,4,44,0.00,0.00,1.0000,12.89,0.99,0.00,-5.47,8.63,4.04
67155,2721,0.28,25.50,46,5,7,4,44,0.00,0.00,1.0000,12.50,0.83,0.00,-5.47,8.24,3.97
67217,2696,0.25,24.50,46,5,7,4,44,0.00,0.00,1.0000,10.76,0.83,0.00,-5.47,7.84,3.96
67295,2667,0.26,24.00,46,5,7,4,44,0.00,0.00,1.0000,11.13,0.83,0.00,-5.49,7.84,4.08
67390,2664,0.23,24.00,46,5,7,4,44,0.00,0.00,1.0000,10.00,0.83,0.00,-5.49,7.06,4.21
67467,2626,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.69,0.83,0.00,-5.49,7.06,4.32
67546,2618,0.22,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.53,0.83,0.00,-5.51,6.67,4.39
67624,2585,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,9.28,0.83,0.00,-5.53,6.67,4.59
67718,2572,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.70,0.83,0.00,-5.53,6.27,4.66
67796,2557,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.40,0.83,0.00,-5.55,5.88,4.72
67874,2518,0.18,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.63,0.83,0.00,-5.55,5.88,4.78
67952,2512,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.89,0.83,0.00,-5.57,5.88,4.83
68030,2489,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.15,0.83,0.00,-5.57,5.88,4.84
68109,2456,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.44,0.83,0.00,-5.57,5.88,4.85
68202,2446,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.27,0.83,0.00,-5.59,5.88,4.83
68265,2422,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.15,0.83,0.00,-5.61,5.88,4.77
68358,2399,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.23,0.83,0.00,-5.61,5.88,4.78
68437,2359,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,8.32,0.83,0.00,-5.61,5.88,4.80
68515,2336,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.85,0.83,0.00,-5.61,5.88,4.79
68560,2308,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.98,0.83,0.00,-5.59,5.88,4.85
68671,2284,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.80,0.83,0.00,-5.57,5.49,4.87
68732,2255,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.32,0.83,0.00,-5.57,5.49,4.92
68827,2231,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.47,0.83,0.00,-5.55,5.49,4.92
68905,2218,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.39,0.83,0.00,-5.53,5.49,4.91
68983,2204,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.51,0.83,0.00,-5.53,5.49,4.93
69061,2191,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.72,0.83,0.00,-5.53,5.49,4.95
69156,2182,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.63,0.83,0.00,-5.53,5.49,4.96
69201,2184,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.36,0.83,0.00,-5.51,5.49,4.98
69311,2174,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.55,0.83,0.00,-5.51,5.49,4.99
69389,2163,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.51,0.83,0.00,-5.51,5.10,5.02
69468,2144,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.17,0.83,0.00,-5.49,5.10,5.02
69546,2130,0.20,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.17,0.83,0.00,-5.49,5.10,5.04
69624,2127,0.21,24.00,46,5,7,4,44,0.00,0.00,1.0000,7.36,0.83,0.00,-5.49,5.10,5.05
69702,2123,0.21,27.00,46,5,7,4,44,0.00,0.00,1.0000,7.98,0.83,0.00,-5.49,7.45,5.04
69780,2122,0.31,30.50,46,5,7,4,44,0.00,0.00,1.0000,11.19,0.76,0.00,-5.47,9.80,4.70
69858,2184,0.48,33.00,46,5,7,4,44,0.00,0.00,1.0000,20.00,0.82,0.00,-5.47,13.33,4.24
69936,2155,0.65,47.00,46,5,7,4,44,0.00,0.00,1.0000,23.43,0.73,0.00,-5.51,13.73,2.45
70031,2076,0.67,45.00,46,5,7,4,44,0.00,0.00,1.0000,22.90,0.75,0.00,-5.47,13.73,1.88
70093,2145,0.84,43.00,46,5,7,4,44,0.00,0.00,1.0000,32.78,0.71,0.00,-5.47,20.39,2.41
70170,2124,1.10,30.00,46,5,7,4,44,0.00,0.00,1.0000,38.94,0.65,0.00,-4.33,22.35,0.93
70249,2167,1.06,25.50,46,5,7,4,44,0.00,0.00,1.0000,38.07,0.80,0.00,-3.56,22.35,-0.67
70342,2138,1.02,24.50,46,5,7,4,44,0.00,0.00,1.0000,36.70,0.80,0.00,-3.60,22.35,-0.73
70420,2166,0.98,24.50,46,5,7,4,44,0.00,0.00,1.0000,36.57,0.81,0.00,-3.50,21.57,-1.34
70499,2161,0.96,25.00,46,5,7,4,44,0.00,0.00,1.0000,34.61,0.96,0.00,-4.06,20.78,-1.72
